ID	PF18543	Intracellular delivery domain
IDEAL	PF08858	IDEAL domain
IDH	PF03971	Monomeric isocitrate dehydrogenase
IDO	PF01231	Indoleamine 2,3-dioxygenase
IER	PF05760	Immediate early response protein (IER)
IES5	PF17335	Ino80 complex subunit 5
IF-2	PF11987	Translation-initiation factor 2
IF-2B	PF01008	Initiation factor 2 subunit family
IF2_assoc	PF08364	Bacterial translation initiation factor IF-2 associated region
IF2_N	PF04760	Translation initiation factor IF-2, N-terminal region
IF3_C	PF00707	Translation initiation factor IF-3, C-terminal domain
IF3_N	PF05198	Translation initiation factor IF-3, N-terminal domain
IF4E	PF01652	Eukaryotic initiation factor 4E
Ifi-6-16	PF06140	Interferon-induced 6-16 family
IFN-gamma	PF00714	Interferon gamma
IFNGR1	PF07140	Interferon gamma receptor (IFNGR1)
IFP_35_N	PF07334	Interferon-induced 35 kDa protein (IFP 35) N-terminus
IFR3_antag	PF14754	Papain-like auto-proteinase
IFRD	PF05004	Interferon-related developmental regulator (IFRD)
IFRD_C	PF04836	Interferon-related protein conserved region
IFS	PF16718	Immunity factor for SPN
IFT20	PF14931	Intraflagellar transport complex B, subunit 20
IFT43	PF15305	Intraflagellar transport protein 43
IFT46_B_C	PF12317	Intraflagellar transport complex B protein 46 C terminal
IFT57	PF10498	Intra-flagellar transport protein 57
IFT81_CH	PF18383	Intraflagellar transport 81 calponin homology domain
ig	PF00047	Immunoglobulin domain
IgaA	PF07095	Intracellular growth attenuator protein IgaA
IGF2_C	PF08365	Insulin-like growth factor II E-peptide
IGFBP	PF00219	Insulin-like growth factor binding protein
IGFL	PF14653	Insulin growth factor-like family
IgGFc_binding	PF17517	IgGFc binding protein
IgG_binding_B	PF01378	B domain
IglC	PF11550	Intracellular growth locus C protein
IGPD	PF00475	Imidazoleglycerol-phosphate dehydratase
IGPS	PF00218	Indole-3-glycerol phosphate synthase
IGR	PF09597	IGR protein motif
Ig_2	PF13895	Immunoglobulin domain
Ig_3	PF13927	Immunoglobulin domain
Ig_4	PF16680	T-cell surface glycoprotein CD3 delta chain
Ig_5	PF16681	Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain
Ig_6	PF18452	Immunoglobulin domain
Ig_C17orf99	PF17736	C17orf99 Ig domain
Ig_C19orf38	PF17737	Ig domain in C19orf38 (HIDE1)
Ig_GlcNase	PF18368	Exo-beta-D-glucosaminidase Ig-fold domain
Ig_J_chain	PF15097	Immunoglobulin J chain
Ig_mannosidase	PF17753	Ig-fold domain
Ig_Tie2_1	PF10430	Tie-2 Ig-like domain 1
IHABP4_N	PF16174	Intracellular hyaluronan-binding protein 4 N-terminal
IHHNV_capsid	PF16530	Infectious hypodermal and haematopoietic necrosis virus, capsid
IHO1	PF15771	Interactor of HORMAD1 protein 1
IIGP	PF05049	Interferon-inducible GTPase (IIGP)
IKBKB_SDD	PF18397	IQBAL scaffold dimerization domain
IKI3	PF04762	IKI3 family
IKKbetaNEMObind	PF12179	I-kappa-kinase-beta NEMO binding domain
IL1	PF00340	Interleukin-1 / 18
IL10	PF00726	Interleukin 10
IL11	PF07400	Interleukin 11
IL12	PF03039	Interleukin-12 alpha subunit
IL12p40_C	PF10420	Cytokine interleukin-12p40 C-terminus
IL13	PF03487	Interleukin-13
Il13Ra_Ig	PF18001	Interleukin-13 receptor subunit alpha Ig-like domain
IL15	PF02372	Interleukin 15
IL17	PF06083	Interleukin-17
IL17R_D_N	PF16742	N-terminus of interleukin 17 receptor D
IL17R_fnIII_D1	PF16556	Interleukin-17 receptor, fibronectin-III-like domain 1
IL17R_fnIII_D2	PF16578	Interleukin 17 receptor D
IL17_R_N	PF15037	Interleukin-17 receptor extracellular region
IL1_propep	PF02394	Interleukin-1 propeptide
IL2	PF00715	Interleukin 2
IL22	PF14565	Interleukin 22 IL-10-related T-cell-derived-inducible factor
IL23	PF16649	Interleukin 23 subunit alpha
IL28A	PF15177	Interleukin-28A
IL2RB_N1	PF18707	Interleukin-2 receptor subunit beta N-terminal domain 1
Il2rg	PF15874	Putative Interleukin 2 receptor, gamma chain
IL3	PF02059	Interleukin-3
IL31	PF15209	Interleukin 31
IL32	PF15225	Interleukin 32
IL33	PF15095	Interleukin 33
IL34	PF15036	Interleukin 34
IL3Ra_N	PF18611	IL-3 receptor alpha chain N-terminal domain
IL4	PF00727	Interleukin 4
IL4Ra_N	PF09238	Interleukin-4 receptor alpha chain, N-terminal
IL4_i_Ig	PF18258	Interleukin-4 inducing immunoglobulin-binding domain
IL5	PF02025	Interleukin 5
IL6	PF00489	Interleukin-6/G-CSF/MGF family
IL6Ra-bind	PF09240	Interleukin-6 receptor alpha chain, binding
IL7	PF01415	Interleukin 7/9 family
IL8	PF00048	Small cytokines (intecrine/chemokine), interleukin-8 like
Ilar_coat	PF01787	Ilarvirus coat protein
ILEI	PF15711	Interleukin-like EMT inducer
Ilm1	PF10311	Increased loss of mitochondrial DNA protein 1
IlvB_leader	PF08049	IlvB leader peptide
IlvC	PF01450	Acetohydroxy acid isomeroreductase, catalytic domain
ILVD_EDD	PF00920	Dehydratase family
IlvGEDA_leader	PF08046	IlvGEDA operon leader peptide
IlvN	PF07991	Acetohydroxy acid isomeroreductase, NADPH-binding domain
Ima1_N	PF09779	Ima1 N-terminal domain
ImcF-related_N	PF14331	ImcF-related N-terminal domain
IMCp	PF12314	Inner membrane complex protein
IMD	PF08397	IRSp53/MIM homology domain
Img2	PF05046	Mitochondrial large subunit ribosomal protein (Img2)
IML1	PF12257	Vacuolar membrane-associated protein Iml1
Imm-NTF2	PF15655	NTF2 fold immunity protein
Imm-NTF2-2	PF15631	NTF2 fold immunity protein
Imm1	PF14430	Immunity protein Imm1
Imm10	PF15588	Immunity protein 10
Imm12	PF15560	Immunity protein 12
Imm15	PF15561	Immunity protein 15
Imm17	PF15562	Immunity protein 17
Imm19	PF15563	Immunity protein 19
Imm2	PF14426	Immunity protein Imm2
Imm21	PF15589	Immunity protein 21
Imm25	PF15564	Immunity protein 25
Imm26	PF15428	Immunity protein 26
Imm27	PF15590	Immunity protein 27
Imm3	PF14425	Immunity protein Imm3
Imm30	PF15565	Immunity protein 30
Imm31	PF15591	Immunity protein 31
Imm32	PF15566	Immunity protein 32
Imm35	PF15567	Immunity protein 35
Imm39	PF15568	Immunity protein 39
Imm40	PF15569	Immunity protein 40
Imm41	PF15592	Immunity protein 41
Imm42	PF15593	Immunity protein 42
Imm43	PF15570	Immunity protein 43
Imm44	PF15571	Immunity protein 44
Imm45	PF15572	Immunity protein 45
Imm47	PF15573	Immunity protein 47
Imm48	PF15574	Immunity protein 48
Imm49	PF15575	Immunity protein 49
Imm5	PF14423	Immunity protein Imm5
Imm50	PF15594	Immunity protein 50
Imm51	PF15595	Immunity protein 51
Imm52	PF15579	Immunity protein 52
Imm53	PF15580	Immunity protein 53
Imm57	PF15596	Immunity protein 57
Imm58	PF15581	Immunity protein 58
Imm59	PF15597	Immunity protein 59
Imm6	PF14434	Immunity protein Imm6
Imm61	PF15598	Immunity protein 61
Imm63	PF15599	Immunity protein 63
Imm64	PF15600	Immunity protein 64
Imm65	PF15582	Immunity protein 65
Imm68	PF15583	Immunity protein 68
Imm7	PF15585	Immunity protein 7
Imm70	PF15601	Immunity protein 70
Imm71	PF15602	Immunity protein 71
Imm72	PF15584	Immunity protein 72
Imm74	PF15603	Immunity protein 74
Imm75	PF15660	Putative Immunity protein 75
Imm8	PF15586	Immunity protein 8
Imm9	PF15587	Immunity protein 9
ImmE5	PF11480	Colicin-E5 Imm protein
Imm_superinfect	PF14373	Superinfection immunity protein
Imp-YgjV	PF10688	Bacterial inner membrane protein
IMP2_C	PF18591	Immune Mapped Protein 2 (IMP2) C-terminal domain
IMP2_N	PF18590	Immune Mapped Protein 2 (IMP2) N-terminal domain
IMPa_helical	PF18642	Immunomodulating metalloprotease helical domain
ImpA_N	PF06812	ImpA, N-terminal, type VI secretion system
IMPa_N_2	PF18650	Immunomodulating metalloprotease N-terminal domain
IMPDH	PF00478	IMP dehydrogenase / GMP reductase domain
ImpE	PF07024	ImpE protein
Importin_rep	PF18773	Importin 13 repeat
Importin_rep_2	PF18786	Importin 13 repeat
Importin_rep_3	PF18806	Importin 13 repeat
Importin_rep_4	PF18808	Importin repeat
Importin_rep_5	PF18816	Importin repeat
Importin_rep_6	PF18829	Importin repeat 6
IMP_cyclohyd	PF07826	IMP cyclohydrolase-like protein
IMS	PF00817	impB/mucB/samB family
IMS_C	PF11799	impB/mucB/samB family C-terminal domain
IMS_HHH	PF11798	IMS family HHH motif
IMUP	PF15761	Immortalisation up-regulated protein
InaF-motif	PF15018	TRP-interacting helix
INCA1	PF15142	INCA1
IncD	PF17628	Inclusion membrane protein D
IncE	PF17627	Inclusion membrane protein E
INCENP_ARK-bind	PF03941	Inner centromere protein, ARK binding region
INCENP_N	PF12178	Chromosome passenger complex (CPC) protein INCENP N terminal
IncF	PF17626	Inclusion membrane protein F
IncFII_repA	PF02387	IncFII RepA protein family
Indigoidine_A	PF04227	Indigoidine synthase A like protein
ING	PF12998	Inhibitor of growth proteins N-terminal histone-binding
Inh	PF02974	Protease inhibitor Inh
Inhibitor_G39P	PF11417	Loader and inhibitor of phage G40P
Inhibitor_I10	PF12559	Serine endopeptidase inhibitors
Inhibitor_I24	PF10465	PinA peptidase inhibitor
Inhibitor_I29	PF08246	Cathepsin propeptide inhibitor domain (I29)
Inhibitor_I34	PF10466	Saccharopepsin inhibitor I34
Inhibitor_I36	PF03995	Peptidase inhibitor family I36
Inhibitor_I42	PF09394	Chagasin family peptidase inhibitor I42
Inhibitor_I48	PF10467	Peptidase inhibitor clitocypin
Inhibitor_I53	PF11714	Thrombin inhibitor Madanin
Inhibitor_I66	PF16850	Peptidase inhibitor I66
Inhibitor_I67	PF11405	Bromelain inhibitor VI
Inhibitor_I68	PF10468	Carboxypeptidase inhibitor I68
Inhibitor_I69	PF13734	Spi protease inhibitor
Inhibitor_I71	PF12628	Falstatin, cysteine peptidase inhibitor
Inhibitor_I78	PF11720	Peptidase inhibitor I78 family
Inhibitor_I9	PF05922	Peptidase inhibitor I9
Inhibitor_Mig-6	PF11555	EGFR receptor inhibitor Mig-6
Init_tRNA_PT	PF04179	Rit1 DUSP-like domain
Inj_translocase	PF16928	DNA/protein translocase of phage P22 injectosome
Innate_immun	PF12782	Invertebrate innate immunity transcript family
Innexin	PF00876	Innexin
Ino80_Iec3	PF14612	IEC3 subunit of the Ino80 complex, chromatin re-modelling
INO80_Ies4	PF08193	INO80 complex subunit Ies4
Inos-1-P_synth	PF01658	Myo-inositol-1-phosphate synthase
Inositol_P	PF00459	Inositol monophosphatase family
Inovirus_Gp2	PF11726	Inovirus Gp2
Inp1	PF12634	Inheritance of peroxisomes protein 1
InPase	PF18823	Inorganic Pyrophosphatase
INPP5B_PH	PF16776	Type II inositol 1,4,5-trisphosphate 5-phosphatase PH domain
Ins134_P3_kin	PF05770	Inositol 1,3,4-trisphosphate 5/6-kinase ATP-grasp domain
Ins134_P3_kin_N	PF17927	Inositol 1,3,4-trisphosphate 5/6-kinase pre-ATP-grasp domain
Ins145_P3_rec	PF08709	Inositol 1,4,5-trisphosphate/ryanodine receptor
INSC_LBD	PF16748	Inscuteable LGN-binding domain
INSIG	PF07281	Insulin-induced protein (INSIG)
Insulin	PF00049	Insulin/IGF/Relaxin family
Insulin_TMD	PF17870	Insulin receptor trans-membrane segment
Ins_allergen_rp	PF06757	Insect allergen related repeat, nitrile-specifier detoxification
Ins_beta	PF03488	Nematode insulin-related peptide beta type
Ins_P5_2-kin	PF06090	Inositol-pentakisphosphate 2-kinase
INTAP	PF16617	Intersectin and clathrin adaptor AP2 binding region
Integrase_1	PF12835	Integrase
Integrase_DNA	PF02920	DNA binding domain of tn916 integrase
Integrase_H2C2	PF17921	Integrase zinc binding domain
Integrase_Zn	PF02022	Integrase Zinc binding domain
Integrin_alpha	PF00357	Integrin alpha cytoplasmic region
Integrin_alpha2	PF08441	Integrin alpha
Integrin_beta	PF00362	Integrin beta chain VWA domain
Integrin_b_cyt	PF08725	Integrin beta cytoplasmic domain
Integrin_B_tail	PF07965	Integrin beta tail domain
Intein_splicing	PF14890	Intein splicing domain
Interfer-bind	PF09294	Interferon-alpha/beta receptor, fibronectin type III
Interferon	PF00143	Interferon alpha/beta domain
Internalin_N	PF12354	Bacterial adhesion/invasion protein N terminal
Intg_mem_TP0381	PF09529	Integral membrane protein (intg_mem_TP0381)
Intimin_C	PF07979	Intimin C-type lectin domain
Intron_maturas2	PF01348	Type II intron maturase
INTS2	PF14750	Integrator complex subunit 2
Ints3	PF10189	Integrator complex subunit 3
INTS5_C	PF14838	Integrator complex subunit 5 C-terminus
INTS5_N	PF14837	Integrator complex subunit 5 N-terminus
INT_SG_DDX_CT_C	PF15300	INTS6/SAGE1/DDX26B/CT45 C-terminus
Inv-AAD	PF18785	Invertebrate-AID/APOBEC-deaminase
Invasin_D3	PF09134	Invasin, domain 3
Invas_SpaK	PF03519	Invasion protein B family
InvH	PF04741	InvH outer membrane lipoprotein
Involucrin	PF00904	Involucrin repeat
Involucrin2	PF06994	Involucrin
Involucrin_N	PF10583	Involucrin of squamous epithelia N-terminus
IN_DBD_C	PF00552	Integrase DNA binding domain
Ion_trans	PF00520	Ion transport protein
Ion_trans_2	PF07885	Ion channel
Ion_trans_N	PF08412	Ion transport protein N-terminal
IpaB_EvcA	PF03278	IpaB/EvcA family
IpaC_SipC	PF09599	Salmonella-Shigella invasin protein C (IpaC_SipC)
IpgD	PF05925	Enterobacterial virulence protein IpgD
iPGM_N	PF06415	BPG-independent PGAM N-terminus (iPGM_N)
Ipi1_N	PF12333	Rix1 complex component involved in 60S ribosome maturation
IPI_T4	PF11634	Nuclease inhibitor from bacteriophage T4
IPK	PF03770	Inositol polyphosphate kinase
IPP-2	PF04979	Protein phosphatase inhibitor 2 (IPP-2)
IPPT	PF01715	IPP transferase
IPT	PF01745	Isopentenyl transferase
IPTL-CTERM	PF18203	IPTL-CTERM motif
IPU_b_solenoid	PF18783	Isopullulanase beta-solenoid repeat
IP_trans	PF02121	Phosphatidylinositol transfer protein
IQ	PF00612	IQ calmodulin-binding motif
IQCJ-SCHIP1	PF15157	Fusion protein IQCJ-SCHIP1 with IQ-like motif
IQ_SEC7_PH	PF16453	PH domain
IR1-M	PF12185	Nup358/RanBP2 E3 ligase domain
IreB	PF06135	IreB regulatory phosphoprotein
IRF	PF00605	Interferon regulatory factor transcription factor
IRF-2BP1_2	PF11261	Interferon regulatory factor 2-binding protein zinc finger
IRF-3	PF10401	Interferon-regulatory factor 3
IRK	PF01007	Inward rectifier potassium channel transmembrane domain
IRK_C	PF17655	Inward rectifier potassium channel C-terminal domain
IRK_N	PF08466	Inward rectifier potassium channel N-terminal
IrmA	PF18673	interleukin receptor mimic protein A
Iron_permease	PF04120	Low affinity iron permease
Iron_traffic	PF04362	Bacterial Fe(2+) trafficking
Iron_transport	PF10634	Fe2+ transport protein
IRS	PF02174	PTB domain (IRS-1 type)
ISAV_HA	PF06215	Infectious salmon anaemia virus haemagglutinin
ISET-FN3_linker	PF16625	Unstructured linking region I-set and fnIII on Brother of CDO
ISG65-75	PF11727	Invariant surface glycoprotein
Ish1	PF10281	Putative stress-responsive nuclear envelope protein
ISK_Channel	PF02060	Slow voltage-gated potassium channel
ISN1	PF06437	IMP-specific 5'-nucleotidase
Isochorismatase	PF00857	Isochorismatase family
Iso_dh	PF00180	Isocitrate/isopropylmalate dehydrogenase
ISP1_C	PF18161	ISP1 C-terminal
ISP3_C	PF18045	ISP3 C-terminal
IspA	PF04279	Intracellular septation protein A
IspD	PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ISPD_C	PF18706	D-ribitol-5-phosphate cytidylyltransferase C-terminal domain
Ist1	PF03398	Regulator of Vps4 activity in the MVB pathway
IstB_IS21	PF01695	IstB-like ATP binding protein
IstB_IS21_ATP	PF08483	IstB-like ATP binding N-terminal
Isy1	PF06246	Isy1-like splicing family
ITAM	PF02189	Immunoreceptor tyrosine-based activation motif
ITAM_Cys-rich	PF10538	Immunoreceptor tyrosine-based activation motif
Itfg2	PF15907	Integrin-alpha FG-GAP repeat-containing protein 2
ITI_HC_C	PF06668	Inter-alpha-trypsin inhibitor heavy chain C-terminus
IucA_IucC	PF04183	IucA / IucC family
IU_nuc_hydro	PF01156	Inosine-uridine preferring nucleoside hydrolase
Ivy	PF08816	Inhibitor of vertebrate lysozyme (Ivy)
Iwr1	PF08574	Transcription factor Iwr1
IZUMO	PF15005	Izumo sperm-egg fusion, Ig domain-associated
Izumo-Ig	PF16706	Izumo-like Immunoglobulin domain
I_LWEQ	PF01608	I/LWEQ domain
JAB	PF01398	JAB1/Mov34/MPN/PAD-1 ubiquitin protease
Jacalin	PF01419	Jacalin-like lectin domain
Jagunal	PF07086	Jagunal, ER re-organisation during oogenesis
Jag_N	PF14804	Jag N-terminus
Jak1_Phl	PF17887	Jak1 pleckstrin homology-like domain
JAKMIP_CC3	PF16034	JAKMIP CC3 domain
JAMP	PF05571	JNK1/MAPK8-associated membrane protein
Jas	PF16135	TPL-binding domain in jasmonate signalling
JCAD	PF15351	Junctional protein associated with coronary artery disease
JHBP	PF06585	Haemolymph juvenile hormone binding protein (JHBP)
JHD	PF17811	Jumonji helical domain
JHY	PF15261	Jhy protein
JIP_LZII	PF16471	JNK-interacting protein  leucine zipper II
Jiraiya	PF15038	Jiraiya
Jiv90	PF14901	Cleavage inducing molecular chaperone
JLPA	PF16668	Adhesin from Campylobacter
JmjC	PF02373	JmjC domain, hydroxylase
JmjN	PF02375	jmjN domain
JMY	PF15871	Junction-mediating and -regulatory protein
Jnk-SapK_ap_N	PF09744	JNK_SAPK-associated protein-1
Josephin	PF02099	Josephin
Joubert	PF15392	Joubert syndrome-associated
JSRP	PF15312	Junctional sarcoplasmic reticulum protein
JTB	PF05439	Jumping translocation breakpoint protein (JTB)
Jun	PF03957	Jun-like transcription factor
JUPITER	PF17054	Microtubule-Associated protein Jupiter
K-box	PF01486	K-box region
K-cyclin_vir_C	PF09080	K cyclin, C terminal
K1	PF02960	K1 glycoprotein
K1377	PF15352	Susceptibility to monomelic amyotrophy
KA1	PF02149	Kinase associated domain 1
KAAG1	PF15354	Kidney-associated antigen 1
KaiA	PF07688	KaiA C-terminal domain
KaiB	PF07689	KaiB domain
KAP	PF05804	Kinesin-associated protein (KAP)
KapB	PF08810	Kinase associated protein B
KAP_NTPase	PF07693	KAP family P-loop domain
KAR	PF15222	Kidney androgen-regulated
KAR9	PF08580	Yeast cortical protein KAR9
KASH	PF10541	Nuclear envelope localisation domain
KASH_CCD	PF14662	Coiled-coil region of CCDC155 or KASH
KAsynt_C_assoc	PF16197	Ketoacyl-synthetase C-terminal extension
Katanin_con80	PF13925	con80 domain of Katanin
Kazal_1	PF00050	Kazal-type serine protease inhibitor domain
Kazal_2	PF07648	Kazal-type serine protease inhibitor domain
Kazal_3	PF18434	Kazal-type serine protease inhibitor domain
KbaA	PF14089	KinB-signalling pathway activation in sporulation
KBP_C	PF12309	KIF-1 binding protein C terminal
KCH	PF16944	Fungal potassium channel
KcnmB2_inactiv	PF09303	KCNMB2, ball and chain domain
KCNQ2_u3	PF16642	Unstructured region on Potassium channel subunit alpha KvLQT2
KCNQC3-Ank-G_bd	PF11956	Ankyrin-G binding motif of KCNQ2-3
KCNQ_channel	PF03520	KCNQ voltage-gated potassium channel
KCT2	PF17818	Keratinocyte-associated gene product
KdgM	PF06178	Oligogalacturonate-specific porin protein (KdgM)
KDGP_aldolase	PF07071	KDGP aldolase
KdgT	PF03812	2-keto-3-deoxygluconate permease
Kdo	PF06293	Lipopolysaccharide kinase (Kdo/WaaP) family
Kdo_hydroxy	PF11004	3-deoxy-D-manno-oct-2-ulosonic acid (Kdo) hydroxylase
KdpA	PF03814	Potassium-transporting ATPase A subunit
KdpC	PF02669	K+-transporting ATPase, c chain
KdpD	PF02702	Osmosensitive K+ channel His kinase sensor domain
KduI	PF04962	KduI/IolB family
KDZ	PF18758	Kyakuja-Dileera-Zisupton transposase
Kei1	PF08552	Inositolphosphorylceramide synthase subunit Kei1
Kelch_1	PF01344	Kelch motif
Kelch_2	PF07646	Kelch motif
Kelch_3	PF13415	Galactose oxidase, central domain
Kelch_4	PF13418	Galactose oxidase, central domain
Kelch_5	PF13854	Kelch motif
Kelch_6	PF13964	Kelch motif
KELK	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase
Keratin	PF02422	Keratin
Keratin_2_head	PF16208	Keratin type II head
Keratin_2_tail	PF16210	Keratin type II cytoskeletal 1 tail
Keratin_assoc	PF09775	Keratinocyte-associated protein 2
Keratin_B2	PF01500	Keratin, high sulfur B2 protein
Keratin_B2_2	PF13885	Keratin, high sulfur B2 protein
Keratin_matx	PF04579	Keratin, high-sulphur matrix protein
ketoacyl-synt	PF00109	Beta-ketoacyl synthase, N-terminal domain
Ketoacyl-synt_2	PF13723	Beta-ketoacyl synthase, N-terminal domain
Ketoacyl-synt_C	PF02801	Beta-ketoacyl synthase, C-terminal domain
KfrA_N	PF11740	Plasmid replication region DNA-binding N-term
KfrB	PF18790	KfrB protein
KGG	PF10685	Stress-induced bacterial acidophilic repeat motif
KGK	PF08872	KGK domain
KHA	PF11834	KHA, dimerisation domain of potassium ion channel
KH_1	PF00013	KH domain
KH_10	PF17905	GLD-3 KH domain 5
KH_2	PF07650	KH domain
KH_4	PF13083	KH domain
KH_5	PF13184	NusA-like KH domain
KH_6	PF15985	KH domain
KH_7	PF17214	KH domain
KH_8	PF17903	Krr1 KH1 domain
KH_9	PF17904	FMRP KH0 domain
KH_dom-like	PF14714	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal
KI67R	PF08065	KI67R (NUC007) repeat
KIAA1328	PF15369	Uncharacterised protein KIAA1328
KIAA1430	PF13879	KIAA1430 homologue
KicB	PF03882	MukF winged-helix domain
KID	PF02524	KID repeat
KIF1B	PF12423	Kinesin protein 1B
KilA-N	PF04383	KilA-N domain
Kin17_mid	PF10357	Domain of Kin17 curved DNA-binding protein
Kinase-like	PF14531	Kinase-like
Kinase-PolyVal	PF18762	Serine/Threonine/Tyrosine Kinase found in polyvalent proteins
Kinase-PPPase	PF03618	Kinase/pyrophosphorylase
KinB_sensor	PF16767	Sensor domain of alginate biosynthesis sensor protein KinB
KIND	PF16474	Kinase non-catalytic C-lobe domain
Kindlin_2_N	PF18124	Kindlin-2 N-terminal domain
Kinesin	PF00225	Kinesin motor domain
Kinesin_assoc	PF16183	Kinesin-associated
Kinetochor_Ybp2	PF08568	Uncharacterised protein family, YAP/Alf4/glomulin
Kinin	PF08260	Insect kinin peptide
Kinocilin	PF15033	Kinocilin protein
KIP1	PF07765	KIP1-like protein
Kisspeptin	PF15152	Kisspeptin
KIX	PF02172	KIX domain
KIX_2	PF16987	KIX domain
KKLCAg1	PF15204	Kita-kyushu lung cancer antigen 1
kleA_kleC	PF17383	Uncharacterized KorC regulated protein A
KleE	PF17394	Uncharacterized KleE stable inheritance protein
KLRAQ	PF10205	Predicted coiled-coil domain-containing protein
KMP11	PF03037	Kinetoplastid membrane protein 11
KN17_SH3	PF18131	KN17 SH3-like C-terminal domain
Knl1_RWD_C	PF18210	Knl1 RWD C-terminal domain
KNOX1	PF03790	KNOX1 domain
KNOX2	PF03791	KNOX2 domain
KNTase_C	PF07827	KNTase C-terminal domain
KN_motif	PF12075	KN motif
KOG2701	PF09762	Coiled-coil domain-containing protein (DUF2037)
KORA	PF16509	TrfB plasmid transcriptional repressor
KorB	PF08535	KorB domain
KorB_C	PF06613	KorB C-terminal beta-barrel domain
KOW	PF00467	KOW motif
Kp4	PF09044	Kp4
KptA_kDCL	PF18176	KptA in kinetoplastid DICER domain
KR	PF08659	KR domain
KRAB	PF01352	KRAB box
KRAP_IP3R_bind	PF14722	Ki-ras-induced actin-interacting protein-IP3R-interacting domain
KRBA1	PF15287	KRBA1 family repeat
KRE1	PF17056	Killer toxin-resistance protein 1
Kre28	PF17097	Spindle pole body component
KRE9	PF05390	Yeast cell wall synthesis protein KRE9/KNH1
Kri1	PF05178	KRI1-like family
Kri1_C	PF12936	KRI1-like family C-terminal
Kringle	PF00051	Kringle domain
KRTAP	PF11759	Keratin-associated matrix
KRTAP7	PF15034	KRTAP type 7 family
KRTDAP	PF15200	Keratinocyte differentiation-associated
KSHV_K1	PF11049	Glycoprotein K1 of Kaposi's sarcoma-associated herpes virus
KSHV_K8	PF07188	Kaposi's sarcoma-associated herpesvirus (KSHV) K8 protein
KTI12	PF08433	Chromatin associated protein KTI12
KTSC	PF13619	KTSC domain
Ku	PF02735	Ku70/Ku80 beta-barrel domain
Kunitz_BPTI	PF00014	Kunitz/Bovine pancreatic trypsin inhibitor domain
Kunitz_legume	PF00197	Trypsin and protease inhibitor
Ku_C	PF03730	Ku70/Ku80 C-terminal arm
Ku_N	PF03731	Ku70/Ku80 N-terminal alpha/beta domain
Ku_PK_bind	PF08785	Ku C terminal domain like
Kv2channel	PF03521	Kv2 voltage-gated K+ channel
KxDL	PF10241	Uncharacterized conserved protein
K_channel_TID	PF07941	Potassium channel Kv1.4 tandem inactivation domain
K_oxygenase	PF13434	L-lysine 6-monooxygenase (NADPH-requiring)
K_trans	PF02705	K+ potassium transporter
L-fibroin	PF05849	Fibroin light chain (L-fibroin)
L1R_F9L	PF02442	Lipid membrane protein of large eukaryotic DNA viruses
L27	PF02828	L27 domain
L27_1	PF09058	L27_1
L27_2	PF09045	L27_2
L27_N	PF09060	L27_N
L31	PF09784	Mitochondrial ribosomal protein L31
L51_S25_CI-B8	PF05047	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain
L6_membrane	PF05805	L6 membrane protein
L71	PF02448	L71 family
La	PF05383	La domain
LA-virus_coat	PF09220	L-A virus, major coat protein
LAB_N	PF07578	Lipid A Biosynthesis N-terminal domain
LacAB_rpiB	PF02502	Ribose/Galactose Isomerase
LacI	PF00356	Bacterial regulatory proteins, lacI family
Lact-deh-memb	PF09330	D-lactate dehydrogenase, membrane binding
Lactamase_B	PF00753	Metallo-beta-lactamase superfamily
Lactamase_B_2	PF12706	Beta-lactamase superfamily domain
Lactamase_B_3	PF13483	Beta-lactamase superfamily domain
Lactamase_B_4	PF13691	tRNase Z endonuclease
Lactamase_B_5	PF14597	Metallo-beta-lactamase superfamily
Lactamase_B_6	PF16661	Metallo-beta-lactamase superfamily domain
Lactate_perm	PF02652	L-lactate permease
Lactococcin	PF04369	Lactococcin-like family
Lactococcin_972	PF09683	Bacteriocin (Lactococcin_972)
Lactonase	PF10282	Lactonase, 7-bladed beta-propeller
Lact_bio_phlase	PF09508	Lacto-N-biose phosphorylase N-terminal TIM barrel domain
LacY_symp	PF01306	LacY proton/sugar symporter
Lac_bphage_repr	PF06543	Lactococcus bacteriophage repressor
LAG1-DNAbind	PF09271	LAG1, DNA binding
LAGLIDADG_1	PF00961	LAGLIDADG endonuclease
LAGLIDADG_2	PF03161	LAGLIDADG DNA endonuclease family
LAGLIDADG_3	PF14528	LAGLIDADG-like domain
LAGLIDADG_WhiA	PF14527	WhiA LAGLIDADG-like domain
LAL_C2	PF18603	L-amino acid ligase C-terminal domain 2
LamB	PF02264	LamB porin
Lambda_Bor	PF06291	Bor protein
Lambda_CIII	PF02061	Lambda Phage CIII
Lambda_Kil	PF06301	Bacteriophage lambda Kil protein
Lambda_tail_I	PF06805	Bacteriophage lambda tail assembly protein I
LamB_YcsF	PF03746	LamB/YcsF family
Laminin_B	PF00052	Laminin B (Domain IV)
Laminin_EGF	PF00053	Laminin EGF domain
Laminin_G_1	PF00054	Laminin G domain
Laminin_G_2	PF02210	Laminin G domain
Laminin_G_3	PF13385	Concanavalin A-like lectin/glucanases superfamily
